,Acceleration,Aggression,Agility,Balance,Ball Control,Composure,Crossing,Curve,Dribbling,FK Accuracy,Finishing,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Heading Accuracy,ID,Interceptions,Jumping,Long Passing,Long Shots,Marking,Penalties,Positioning,Reactions,Short Passing,Shot Power,Sliding Tackle,Sprint Speed,Stamina,Standing Tackle,Strength,Vision,Volleys
6881,57,81,49,63,64,62,68,35,31,55,21,10,11,10,10,10,71,201523,75,72,57,27,69,58,41,61,65,35,72,53,69,72,73,55,25
6882,64,75,63,70,68,68,49,55,60,48,57,8,6,8,6,10,69,137267,60,77,60,64,67,63,63,67,70,80,66,69,78,67,72,57,59
6883,69,47,74,55,66,57,59,49,67,60,70,7,16,9,8,15,65,214835,26,36,62,60,21,65,66,67,63,72,16,68,68,19,75,70,52
6884,73,64,50,51,66,51,58,62,59,45,69,10,10,13,8,9,77,216627,41,48,54,53,47,59,62,57,56,69,46,76,71,49,86,48,61
6885,77,49,76,75,71,64,65,57,73,45,53,9,12,15,9,10,48,221747,25,50,60,51,35,62,63,60,64,65,36,77,58,39,50,66,56
6886,90,55,79,70,67,50,60,53,69,42,61,10,7,10,10,9,43,229171,40,60,55,59,45,56,62,62,66,68,47,90,67,46,53,58,55
6887,76,59,70,68,67,60,69,45,61,32,28,14,14,12,12,8,48,239923,67,62,46,42,68,42,46,66,61,33,65,78,71,68,71,43,26
6888,62,69,78,68,72,62,70,61,70,72,61,16,11,9,10,11,57,202548,45,61,71,57,58,40,68,66,72,56,59,62,82,59,66,67,57
6889,66,81,74,76,70,71,74,58,67,50,60,14,9,9,12,15,48,203060,49,62,68,58,64,46,65,67,70,46,68,68,80,66,67,68,56
6890,71,55,76,78,68,70,70,71,70,61,66,11,12,8,7,15,47,139572,38,68,66,68,15,62,68,64,65,69,25,66,63,40,57,66,63
6891,80,62,83,74,64,60,55,59,66,61,71,11,7,15,7,13,59,205876,41,72,43,66,20,63,65,60,58,69,25,81,71,24,72,49,67
6892,62,50,60,69,59,54,57,45,56,28,36,7,9,9,12,13,72,215092,61,82,58,47,74,34,42,60,64,48,71,65,71,70,70,56,25
6893,71,44,67,71,70,67,59,58,66,70,55,7,9,8,6,8,56,219700,39,62,66,70,39,63,59,56,72,66,26,64,69,24,63,71,45
6894,72,50,48,68,50,59,62,47,53,37,39,13,9,8,9,13,59,230196,72,64,60,56,68,45,42,70,69,41,68,66,74,65,58,41,48
6895,53,65,33,32,52,65,33,29,50,27,28,12,14,5,14,7,60,235828,68,65,42,27,65,43,26,65,62,46,67,60,61,68,91,31,35
6896,90,70,88,70,71,68,63,63,69,68,60,8,9,13,16,11,56,182837,28,57,54,70,19,64,66,65,62,80,43,85,58,40,67,62,67
6897,72,57,66,62,65,60,67,70,63,55,48,12,10,7,11,10,62,187701,65,62,64,64,63,63,51,66,66,63,67,73,73,65,65,50,38
6898,86,32,88,87,72+1,62,62,71,70,66,70+2,15,12,11,9,14,45,213302,26,70,53,66,28,57,60+3,55,65+1,75,32,81,65,25,36,59,59+1
6899,85,61,83,76,67,63,64,69,68,62,57,14,8,14,7,6,46,201271,37,77,53,65,32,54,59,64,64,70,40,88,84,42,61,62,59
6900,75,36,88,91,70,61,68,76,77,60,69,11,14,6,15,7,54,225591,15,74,63,70,19,62,55,58,69,56,11,68,46,22,38,71,59
6901,86,63,78,58,70,57,65,63,71,58,66,13,9,7,11,10,60,239671,40,62,58,65,33,59,61,56,60,64,28,81,70,35,65,59,59
6902,75,75,68,74,69,66,58,55,65,29,46,8,13,11,12,13,54,192567,68,69,55,62,68,44,39,69,66,62,69,73,76,70,68,60,55
6903,76,65,81,82,67,69,59,53,64,25,62,11,7,13,7,8,55,202808,66,74,65,57,69,50,64,74,70,63,68,74,78,69,64,64,29
6904,62,45,67,70,70,68,67,70,67,53,58,15,11,11,9,7,57,210488,54,64,68,73,56,59,56,66,71,70,59,67,62,63,61,68,55
6905,80,32,78,79,72,65,61,70,70,46,66,6,13,12,15,16,48,215352,23,62,55,57,28,59,64,63,63,63,35,82,70,30,49,61,59
6906,73,70,71,68,64,59,53,51,57,62,55,7,9,8,9,16,62,230456,63,49,61,64,68,68,52,63,75,68,71,71,69,70,62,60,48
6907,82,68,80,76,65,45,68,39,68,32,61,11,8,15,13,9,52,243000,20,59,58,38,25,50,69,65,67,79,29,74,69,28,61,63,35
6908,68,73,76,71,70,64,70,70,70,66,60,7,6,7,10,11,66,192824,62,66,69,67,60,61,63,68,72,70,59,67,81,63,61,70,65
6909,78,68,83,67,71,70,61,65,73,39,62,8,13,6,9,15,34,202041,43,44,52,66,36,69,60,65,65,70,25,81,76,30,71,55,59
6910,67,59,68,71,71,57,63,57,64,56,61,11,14,14,11,9,62,233529,64,64,72,61,55,66,50,67,73,72,63,66,75,63,61,62,59
6911,60,72,72,72,64,65,67,64,66,65,60,11,7,7,8,11,36,51513,66,74,65,68,66,58,62,64,72,67,63,65,89,66,68,62,54
6912,62,72,63,52,68,74,64,59,63,49,52,8,6,15,9,11,59,206650,62,63,70,70,68,58,62,70,71,68,62,61,67,65,67,71,50
6913,77,39,74,76,67,63,65,45,65,47,41,6,10,10,9,9,55,211514,62,78,58,55,68,52,55,70,65,66,63,79,76,67,60,45,40
6914,69,56,73,72,70,59,47,49,66,40,50,15,11,11,13,5,52,224314,68,48,70,59,58,41,65,64,71,58,58,55,75,65,61,62,42
6915,77,72,58,63,59,61,29,51,59,30,66,11,7,12,16,7,66,224570,18,75,40,55,17,50,69,62,60,73,16,83,61,24,76,59,61
6916,84,59,63,71,65,59,73,62,66,43,40,16,10,8,11,15,46,227898,62,54,53,35,70,49,67,64,70,52,67,75,59,69,63,52,42
6917,68,69,68,74,63,55,69,62,51,47,34,16,6,13,14,16,58,171578,66,87,55,40,68,52,44,58,57,61,77,70,77,72,72,46,31
6918,63,74,65,42,54,62,48,19,48,26,26,15,9,15,10,9,68,193594,65,70,63,32,59,58,23,68,66,43,63,72,71,66,83,54,30
6919,76,73,76,69,58,63,63,41,60,37,41,12,8,13,10,11,61,193850,64,85,55,61,64,49,35,65,59,67,66,86,82,65,76,41,30
6920,49,73,59,58,65,73,52,58,62,50,57,15,8,15,16,15,72,198971,72,62,68,64,57,59,73,68,70,73,62,39,58,67,75,65,62
6921,72,30,73,70,69,58,66,59,69,42,46,7,7,10,11,7,32,224315,25,34,65,65,14,55,63,69,68,64,14,76,73,18,57,68,40
6922,70,67,58,64,66,68,65,47,63,30,22,5,8,7,13,6,65,235579,66,74,60,23,68,50,57,58,63,55,70,65,74,68,73,36,40
6923,45,39,48,40,23,55,16,16,12,17,18,67,65,63,67,70,12,107579,23,70,33,17,16,21,14,69,35,33,17,46,32,15,64,33,17
6924,72,65,55,62,63,57,59,32,63,40,33,10,10,10,9,13,63,211004,68,57,63,27,68,43,67,66,66,50,68,72,76,68,72,65,26
6925,76,59,80,83,67,59,50,65,66,37,69,13,11,14,11,15,68,228668,24,78,53,63,15,70,70,58,64,69,21,78,72,19,61,67,55
6926,72,58,69,58,71,62,51,45,68,42,60,8,11,5,5,10,47,235324,47,56,64,53,35,62,65,58,72,65,51,69,66,50,50,66,60
6927,55,72,55,43,65,52,44,41,63,46,48,14,10,8,12,7,70,235580,74,68,62,78,63,52,38,52,69,79,64,51,68,70,89,52,32
6928,61,79,45,52,64,65,22,26,56,22,18,8,7,9,13,12,73,242236,60,69,53,23,66,38,26,67,59,61,61,64,63,68,70,34,22
6929,66,70,60,77,62,74,65,57,61,17,38,8,13,11,8,10,56,182844,82,65,64,67,61,52,64,64,64,68,69,33,72,64,67,58,58
6930,55,72,60,62,62,70,59,64,48,52,41,13,11,14,9,15,61,183356,66,86,62,66,60,54,60,69,66,63,61,61,91,64,74,66,44
6931,70,73,64,66,67,65,59,67,62,65,52,16,7,7,15,12,43,191548,70,69,65,69,62,52,70,72,71,66,57,67,76,59,70,70,33
6932,67,71,60,68,70,62,66,60,64,47,53,8,13,13,12,7,56,203069,66,61,65,61,60,56,64,65,71,68,65,65,76,66,70,68,49
6933,71,59,58,63,70,55,72,60,57,65,29,7,14,15,15,9,49,219709,68,59,54,65,61,43,49,70,70,66,70,68,55,69,64,53,22
6934,82,58,72,88,65,59,66,57,73,43,56,14,13,12,6,10,37,224317,31,59,65,62,34,63,66,61,71,65,46,84,66,33,45,56,50
6935,55,24,53,51,18,45,13,12,19,12,16,73,64,61,63,77,19,228413,11,65,19,19,8,22,9,51,29,23,10,49,25,10,55,30,18
6936,59,69,81,62,73,57,71,54,65,41,44,9,11,13,9,8,72,230205,75,63,65,67,58,76,48,57,69,66,68,61,72,60,71,52,58
6937,51,27,48,40,23,33,15,16,18,11,14,69,65,60,68,72,10,185149,19,70,31,17,13,21,9,60,22,28,14,49,26,13,61,32,12
6938,90,62,75,77,66,55,69,49,67,33,50,8,8,7,10,11,56,202814,60,66,63,55,59,42,50,63,68,56,63,82,78,65,62,52,41
6939,71,56,71,82,64,65,56,57,59,62,50,10,11,7,8,11,48,214590,62,74,68,66,46,41,71,60,71,71,37,63,75,46,59,78,44
6940,62,64,62,65,72,75,71,72,64,72,67,15,12,14,12,9,62,156478,63,64,70,72,62,70,47,62,73,68,63,45,63,65,64,67,69
6941,32,25,42,35,25,48,10,13,18,11,8,69,68,68,68,69,16,235582,15,62,47,6,8,12,6,52,55,55,17,42,42,16,67,45,8
6942,73,59,75,77,66,77,63,59,72,53,64,9,6,7,11,16,66,172094,30,77,64,67,28,67,63,60,67,71,27,76,74,31,67,61,64
6943,58,65,50,64,39,65,27,54,33,27,25,6,8,14,7,10,67,239934,65,75,44,56,64,42,30,65,54,56,69,60,63,73,77,30,33
6944,71,63,67,68,72,52,49,42,63,40,64,11,13,5,8,9,54,240190,64,68,70,68,60,57,58,68,72,63,62,71,71,63,69,65,44
6945,43,26,53,60,33,46,13,15,20,14,14,68,65,63,66,69,19,175934,16,66,37,16,11,37,11,66,35,44,11,45,31,18,53,46,11
6946,53,56,48,66,64,61,41,39,32,30,68,10,9,10,16,10,68,212287,64,81,59,31,69,37,44,61,61,52,67,65,75,69,72,34,31
6947,80,64,72,64,71,59,67,56,68,46,58,7,7,6,10,10,47,243007,54,64,47,53,52,42,62,65,60,56,60,82,73,58,55,61,49
6948,58,28,68,64,28,34,9,14,14,6,8,67,72,65,66,71,13,183359,23,71,14,7,11,25,12,49,14,15,13,49,43,15,61,21,14
6949,71,66,71,71,62,60,70,42,58,68,42,11,6,7,15,14,55,193087,62,69,62,65,67,50,57,63,67,68,68,68,80,68,69,70,52
6950,60,64,70,60,65,55,63,57,66,62,63,16,12,9,15,13,52,202304,66,73,68,66,65,52,64,66,70,66,63,72,73,62,73,69,58
6951,65,34,65,70,76,50,62,35,73,27,65,9,12,14,11,10,62,232000,16,69,50,68,15,62,70,68,69,69,14,68,57,12,50,52,62
6952,52,73,60,53,72,76,70,73,62,75,58,11,12,12,9,15,73,192320,61,62,72,73,55,74,60,65,68,83,61,53,76,66,69,63,76
6953,36,15,29,34,22,23,11,7,10,11,8,67,66,67,65,70,12,206145,12,63,22,7,9,24,10,64,36,20,13,40,23,11,64,26,9
6954,77,68,61,57,66,64,67,55,65,42,39,8,6,13,15,11,63,210241,67,59,55,43,58,40,56,66,64,49,59,86,81,64,74,58,36
6955,80,53,75,74,69,56,68,34,68,34,34,12,13,13,11,8,49,214081,68,78,45,22,62,37,60,55,64,52,65,77,77,66,61,58,30
6956,64,60,65,77,59,37,63,35,63,37,27,15,14,10,15,9,63,196930,67,61,57,36,67,29,32,68,62,46,66,68,90,67,60,37,23
6957,44,40,50,52,34,50,20,21,11,29,14,69,66,64,68,69,17,204354,22,72,32,12,14,44,13,62,32,32,20,55,41,21,59,55,11
6958,63,53,64,68,59,49,39,28,49,32,74,14,6,13,13,7,79,227394,28,78,51,66,30,65,67,55,57,78,23,63,69,32,79,56,49
6959,83,63,72,69,63,54,55,54,65,35,68,10,7,9,8,10,65,230978,14,80,52,59,15,62,64,54,66,67,18,81,62,27,80,52,62
6960,69,68,70,76,68,65,60,57,68,49,55,7,12,13,12,10,51,232770,68,58,72,52,39,52,52,65,75,56,44,64,60,48,54,71,43
6961,75,64,38,64,59,61,61,26,18,29,18,9,13,7,8,7,66,190530,72,79,49,17,59,31,40,71,66,38,65,79,60,61,80,35,19
6962,90,43,91,77,72,62,64,57,73,50,59,8,15,11,11,15,42,212035,34,73,50,47,33,51,59,64,62,58,29,89,64,27,41,50,50
6963,78,34,91,92,70,71,64,65,67,70,65,10,9,14,14,6,55,212803,41,63,57,63,27,68,65,62,66,65,30,73,59,36,45,64,61
6964,88,67,75,58,68,66,62,68,72,31,68,7,12,13,12,13,57,233795,36,63,46,53,27,68,66,59,56,67,38,85,72,50,71,62,66
6965,64,67,61,59,51,68,36,25,46,25,29,13,14,11,15,6,65,170307,68,77,51,31,66,36,25,67,56,59,65,67,55,67,75,29,25
6966,76,55,86,93,73,60,70,72,74,76,52,7,9,13,14,15,40,209988,48,65,57,55,33,47,64,60,63,62,33,67,66,32,47,63,54
6967,69,60,71,66,69,75,60,58,66,56,45,5,8,11,13,10,58,149572,64,71,71,70,56,60,63,69,69,68,58,68,70,66,70,65,55
6968,64,76,57,37,68,65,48,54,51,60,45,4,10,12,6,13,66,163908,71,71,69,55,43,80,53,72,73,70,62,61,82,67,82,65,55
6969,51,59,75,83,66,70,74,71,63,73,64,13,15,9,14,13,61,191556,42,77,71,58,39,54,72,72,71,60,25,63,73,31,58,65,47
6970,79,60,79,78,69,58,65,66,71,65,67,15,10,14,13,14,43,212037,49,70,62,60,46,58,61,60,61,65,49,74,83,51,63,58,56
6971,78,70,65,68,69,58,73,50,71,37,34,9,10,13,7,15,55,223045,60,63,70,61,62,46,67,69,72,62,64,72,71,68,67,63,34
6972,77,64,70,68,65,62,62,45,66,39,45,7,6,5,15,10,60,230981,65,61,64,47,66,48,56,64,65,56,68,73,72,70,73,61,51
6973,50,33,54,59,18,42,17,19,13,15,12,69,60,67,70,75,19,205894,22,78,19,16,16,15,14,58,27,15,12,48,38,20,52,31,13
6974,33,20,39,34,20,28,15,17,12,13,14,68,62,60,65,75,16,209990,15,66,21,14,16,23,13,64,26,23,12,32,30,13,73,12,12
6975,81,63,74,51,62,62,43,63,63,29,69,9,16,8,14,6,66,212806,36,63,31,63,30,60,67,65,56,70,25,86,71,38,68,57,58
6976,70,35,75,82,74,51,59,57,69,58,73,8,11,10,13,9,58,225606,23,56,48,64,29,65,72,61,69,63,22,65,59,23,45,66,61
6977,83,52,68,67,69,66,68,69,67,54,64,8,10,10,6,9,64,234566,26,60,56,70,28,66,63,55,63,75,34,81,72,25,62,60,63
6978,45,78,52,47,58,58,50,52,39,38,27,12,6,10,10,7,72,200519,67,67,43,18,66,47,37,60,60,58,66,51,69,67,75,37,23
6979,70,42,68,72,67,62,69,76,71,80,69,16,13,9,15,7,55,211527,27,61,66,71,19,74,65,55,67,69,25,69,67,36,62,66,58
6980,79,67,75,68,63,60,66,42,66,33,39,7,15,12,12,11,56,222535,60,78,60,40,63,35,62,58,64,63,70,83,82,67,70,56,35
6981,32,69,36,50,65,67,38,58,50,36,49,9,8,6,10,14,71,159047,68,64,62,53,69,44,39,65,70,68,67,32,67,70,75,57,38
6982,55,70,51,48,46,61,33,31,40,35,36,5,12,14,13,11,67,229703,66,67,45,44,68,43,46,60,50,55,70,67,69,72,77,40,34
6983,50,22,34,65,22,24,18,11,20,11,19,70,66,67,65,72,14,230727,17,54,26,12,19,21,17,59,29,20,12,50,35,20,55,13,20
6984,70,45,64,70,64,54,55,60,68,38,70,6,9,9,5,12,66,232775,24,79,55,62,27,48,68,63,65,69,29,69,70,30,72,56,54
6985,39,44,32,41,20,42,18,10,11,12,10,66,66,66,68,67,13,117063,23,59,35,12,10,12,15,67,31,17,14,42,32,13,59,33,12
6986,42,24,50,52,17,35,11,20,13,14,16,69,63,66,66,72,14,208968,18,58,39,12,14,23,16,66,29,15,13,46,31,14,52,21,13
6987,80,60,65,62,69,64,73,63,64,39,33,15,10,12,7,6,58,220488,61,44,67,41,58,48,63,66,72,42,60,74,71,62,60,63,41
6988,67,62,71,89,75,73,74,86,70,73,60,5,5,5,5,5,38,103496,36,34,61,66,20,72,62,66,78,66,24,45,56,32,34,74,74
6989,79,64,74,62,72,59,68,55,75,49,63,12,15,14,11,6,50,188232,44,78,49,53,55,49,58,55,65,71,56,88,49,47,66,60,46
6990,48,23,58,42,22,46,11,15,11,14,10,71,65,67,63,71,14,190792,17,75,20,18,14,14,11,65,23,22,16,46,18,18,63,32,13
6991,90,58,84,83,69,49,66,64,69,50,64,15,16,14,9,7,41,192328,23,76,58,59,28,58,57,52,65,65,21,87,82,23,42,51,49
6992,54,74,65,72,72,70,53,69,65,48,52,12,9,15,13,16,56,193864,64,68,64,62,56,54,57,74,70,64,49,66,80,64,62,64,52
6993,76,81,76,70,65,65,66,64,63,70,61,14,16,12,16,9,49,197961,55,71,66,65,67,53,62,72,68,70,71,77,82,69,66,66,69
6994,70,39,69,73,66,58,67,62,72,45,67,15,10,14,12,9,55,213577,32,72,60,61,20,65,63,65,64,71,24,75,79,35,63,62,52
6995,69,63,68,72,59,65,47,44,55,28,25,13,9,8,6,12,67,229705,68,71,59,30,67,33,57,63,64,39,69,72,72,69,71,54,32
6996,49,44,68,73,65,62,52,73,70,77,58,13,17,17,17,17,51,230473,22,49,62,61,23,60,70,67,72,52,35,65,49,42,50,70,44
6997,74,69,68,65,62,67,63,50,58,42,30,14,14,16,13,10,62,193097,67,73,66,38,68,39,49,63,65,54,63,73,70,71,73,49,34
6998,69,72,64,72,71,71,60,46,58,43,37,6,8,10,13,12,58,216138,65,83,74,57,48,44,60,70,72,71,54,55,93,56,74,58,48
6999,87,58,89,82,69,56,54,62,72,46,75,7,13,12,11,14,53,224330,39,83,50,57,21,55,70,58,56,63,27,86,75,16,51,76,64
7000,70,42,74,67,64,63,38,45,62,40,74,11,15,14,12,10,64,228170,13,76,33,66,23,62,65,69,55,72,19,75,76,18,62,47,68
7001,34,70,47,52,52,68,44,31,43,15,28,8,9,14,15,6,63,163402,70,70,49,18,69,38,30,62,53,55,65,52,64,71,78,29,20
7002,87,53,85,87,66,61,63,67,61,38,25,9,11,6,14,10,39,238666,64,71,41,25,60,34,57,65,64,39,65,84,83,65,56,56,24
7003,63,53,68,67,71,63,60,61,65,59,60,14,12,11,14,14,46,240458,55,62,69,63,48,51,58,65,72,47,52,61,57,65,53,70,37
7004,68,64,70,54,68,60,68,52,68,43,38,9,9,12,11,7,60,216139,60,55,60,40,60,45,60,65,68,59,68,81,81,65,60,56,39
7005,77,55,61,61,70,57,69,55,70,38,55,11,10,11,6,12,42,240459,23,47,64,53,28,65,64,63,69,72,31,75,59,37,48,56,42
7006,90,67,82,52,66,39,58,53,73,45,63,8,8,6,15,10,49,209484,26,63,47,52,25,60,64,67,59,71,19,91,68,25,75,54,62
7007,74,40,40,63,65,71,55,59,75,66,71,13,15,19,11,12,48,230476,33,43,59,65,33,51,76,71,53,61,35,52,55,34,59,75,52
7008,64,52,53,57,66,30,69,42,47,41,20,14,14,12,13,15,64,240716,65,64,42,21,67,30,42,68,66,28,69,63,61,72,61,33,26
7009,73,38,75,74,60,55,37,51,67,47,71,6,11,11,8,14,66,240972,24,72,69,65,24,71,72,69,71,67,15,70,69,18,49,67,54
7010,65,68,68,63,69,63,59,44,67,44,59,9,12,15,14,7,46,209485,58,70,65,66,50,50,56,68,69,71,53,67,83,62,73,67,49
7011,60,79,58,60,64,61,63,49,52,54,33,15,9,12,14,8,52,213325,66,83,64,53,57,56,53,72,66,54,68,62,76,69,79,64,43
7012,41,20,57,58,17,47,11,14,11,18,20,68,65,60,68,71,15,219725,22,70,24,12,15,19,19,67,25,25,19,45,33,12,57,35,18
7013,81,61,75,82,66,59,63,45,69,29,41,9,5,13,9,10,43,234573,69,60,40,54,61,30,58,71,56,72,65,84,75,63,56,32,41
7014,70,59,60,78,46,57,38,46,38,37,37,5,9,13,14,8,64,243533,68,77,37,33,65,54,40,65,45,52,71,66,60,78,70,35,42
7015,58,81,68,76,67,64,68,72,61,71,56,14,11,16,9,6,44,183885,65,74,65,67,54,63,64,68,68,70,64,54,81,67,59,65,60
7016,52,68,60,55,63,63,29,64,51,67,36,11,8,6,14,14,68,208462,65,65,68,71,70,44,31,59,65,76,64,51,68,67,76,59,34
7017,72,51,68,71,70,65,43,67,65,67,66,16,6,10,16,8,71,214094,19,75,54,62,24,71,67,66,58,66,19,73,64,23,62,45,66
7018,65,60,56,58,56,60,40,27,44,30,17,13,6,8,16,10,65,228174,65,74,49,16,69,38,27,65,60,36,66,70,65,70,80,41,26
7019,75,60,81,75,74,69,53,55,68,58,56,11,11,5,11,12,54,198223,56,74,68,61,43,60,62,66,72,64,50,69,71,50,63,67,40
7020,65,49,67,56,71,59,58,36,68,29,68,13,10,8,12,7,72,213839,19,65,51,58,20,59,73,62,68,72,22,33,54,18,77,50,58
7021,49,69,40,48,42,55,27,28,28,22,16,9,11,12,12,10,69,227919,63,66,23,18,67,36,30,61,48,37,67,53,59,71,90,34,22
7022,84,30,77,74,68,63,24,53,66,50,69,7,7,7,9,6,62,184143,33,76,60,63,13,62,63,59,65,70,22,80,68,20,62,54,60
7023,67,70,64,63,71,68,61,64,70,51,59,13,10,15,9,14,60,193103,54,62,63,64,50,64,64,70,70,75,44,75,74,62,79,70,54
7024,76,70,76,86,65,66,66,63,64,65,64,14,9,9,8,15,65,202064,65,76,64,67,66,66,65,65,67,68,66,74,75,65,54,63,63
7025,77,27,83,91,67,51,66,67,70,60,60,9,11,10,12,10,43,207440,50,83,58,66,24,67,63,58,65,67,23,73,75,28,45,64,69
7026,67,30,61,65,69,62,39,52,65,30,71,6,12,11,6,10,69,222544,14,64,48,63,19,54,73,64,43,66,18,71,66,13,64,53,61
7027,67,71,56,48,62,61,67,36,64,25,30,6,7,7,15,14,72,234832,60,67,47,39,60,30,49,68,66,49,64,66,78,73,81,45,28
7028,85,64,80,75,65,63,62,53,67,45,37,9,10,6,7,13,54,235088,65,74,46,35,64,44,48,64,60,51,64,84,80,62,60,53,29
7029,62,70,67,77,70,67,39,57,67,52,44,7,14,9,9,11,46,221521,68,67,70,55,66,64,60,60,70,67,65,66,65,70,58,69,55
7030,79,39,73,61,70,62,61,48,74,53,67,7,9,14,10,15,53,239441,24,53,43,48,29,64,66,57,63,64,28,85,68,30,71,56,61
7031,58,73,61,59,55,68,28,24,38,20,26,6,10,16,9,6,64,183377,66,71,60,33,67,25,43,61,65,50,65,56,62,69,78,42,33
7032,66,71,76,77,65,63,61,66,67,53,25,9,7,8,10,14,58,196946,70,70,63,33,63,53,59,64,67,57,67,67,85,68,63,63,30
7033,57,81,76,67,65,57,62,61,62,64,63,9,10,7,7,7,69,199762,65,75,62,66,62,58,65,65,67,69,63,69,91,65,66,70,61
7034,55,60,71,75,69,66,71,68,64,68,62,6,8,12,14,13,59,138066,45,30,69,67,33,70,72,74,70,68,49,51,60,52,58,74,62
7035,93,57,83,66,61,65,59,61,67,54,61,7,12,12,16,11,61,212819,32,73,56,60,24,62,64,64,61,65,29,92,90,28,55,59,59
7036,79,28,83,76,69,60,65,70,72,69,57,15,12,10,9,8,45,214611,33,69,64,68,19,62,66,55,62,69,22,86,68,27,61,62,51
7037,61,66,55,65,68,56,60,61,65,41,19,12,9,11,12,8,65,215379,71,76,68,48,65,65,42,63,70,52,62,61,70,69,73,52,57
7038,82,77,83,78,65,58,69,72,69,73,59,10,13,15,16,10,41,225875,58,77,52,55,57,48,63,64,64,65,63,85,90,64,58,59,60
7039,75,71,76,75,71,72,63,64,67,55,61,13,12,15,13,9,58,196948,54,59,57,56,52,71,69,67,68,67,50,75,69,58,66,67,61
7040,77,68,83,92,66,60,71,54,69,52,55,7,16,14,12,14,28,200532,68,74,67,58,65,53,63,67,65,60,67,69,78,65,53,58,54
7041,58,44,34,33,68,61,30,44,61,30,67,9,8,7,7,8,71,219988,16,80,36,58,12,62,67,63,55,68,13,66,67,13,90,49,57
7042,39,21,34,21,12,33,13,10,8,11,5,71,67,64,68,72,10,240212,6,34,25,6,6,19,6,51,28,22,10,44,20,12,73,25,6
7043,78,68,82,81,66,58,60,66,65,61,52,12,8,8,10,15,53,210005,62,75,54,51,65,54,53,67,59,64,66,77,84,67,72,49,56
7044,67,65,50,65,70,68,55,70,73,75,62,12,9,10,13,15,57,230485,23,54,58,74,23,50,72,65,62,60,25,60,74,27,62,72,51
7045,69,57,61,65,64,53,66,41,62,67,45,11,10,9,11,10,65,235093,65,54,47,33,69,46,67,68,67,60,68,68,61,71,38,36,29
7046,71,63,76,78,72,59,71,74,69,69,62,11,8,12,8,15,55,203606,56,72,59,61,12,70,66,65,64,67,10,66,62,26,67,64,65
7047,61,59,67,62,60,65,42,62,58,45,72,8,14,7,14,8,67,207702,13,71,36,64,29,63,72,69,56,76,31,54,72,34,76,51,65
7048,90,61,70,68,61,58,63,39,57,40,41,13,15,13,6,15,51,212054,62,70,48,43,63,53,53,63,54,49,67,85,83,73,68,53,36
7049,86,48,80,90,71,48,55,61,72,57,57,8,13,14,14,15,47,212822,16,32,63,57,25,51,57,71,66,68,26,78,68,23,51,67,57
7050,63,67,65,65,74,62,54,48,64,43,48,13,16,14,8,7,46,220502,47,47,71,63,37,55,68,60,74,64,52,54,63,62,35,65,44
7051,73,65,65,58,63,60,67,35,59,33,28,7,9,10,8,15,55,226646,68,58,64,29,61,36,55,59,63,30,65,75,80,67,71,49,24
7052,64,78,81,78,66,76,52,39,69,55,53,14,15,8,8,13,47,197975,68,80,62,60,57,44,60,70,70,60,55,67,73,65,77,68,49
7053,68,45,76,78,73,61,65,73,72,68,60,10,9,7,9,9,58,203863,49,66,62,59,41,65,63,66,66,68,48,66,46,50,61,66,55
7054,58,63,48,44,55,47,30,27,38,25,22,6,11,16,11,12,64,205655,70,84,47,23,64,36,28,67,55,35,70,61,67,67,73,44,33
7055,64,75,67,70,67,60,52,40,63,48,45,9,6,7,10,14,69,234839,74,71,63,41,70,51,51,64,67,51,64,66,75,65,67,49,32
7056,76,71,66,75,63,67,58,59,66,51,39,12,7,14,16,11,49,179543,70,58,58,48,66,50,61,67,62,72,63,78,85,66,71,45,52
7057,67,65,68,66,67,75,63,67,66,54,66,10,8,15,11,6,64,190807,35,70,59,63,22,63,66,67,63,75,25,65,63,26,83,66,64
7058,70,65,61,64,69,66,68,58,59,63,26,13,13,12,12,12,63,196952,61,64,65,51,71,27,63,66,66,65,64,68,77,66,66,59,44
7059,73,59,71,64,69,60,65,70,66,63,70,10,12,8,13,11,45,223576,55,38,60,57,34,59,62,67,71,78,49,71,57,54,57,70,65
7060,55,61,57,55,65,60,50,44,60,40,36,13,10,6,12,12,60,234840,72,55,61,34,66,49,34,68,64,58,65,60,74,70,80,70,38
7061,79,21,89,92,75,60,68,57,82,44,39,10,13,5,12,13,31,241240,25,56,45,41,32,41,59,71,63,42,32,69,53,26,27,65,58
7062,83,28,75,62,70,75,64,65,70,59,63,14,11,7,10,7,53,178520,18,58,54,65,15,57,64,70,63,62,15,76,82,15,64,63,59
7063,79,70,76,77,68,62,68,48,68,41,52,10,10,15,6,8,52,179800,64,73,62,56,62,52,60,63,65,64,65,77,79,67,55,54,52
7064,46,24,32,55,23,28,17,15,19,20,19,71,65,66,69,69,20,211033,55,70,24,17,16,23,18,60,31,22,17,49,40,12,71,60,12
7065,26,83,25,37,50,56,36,32,28,41,32,6,14,7,14,11,70,159577,67,56,45,37,64,40,33,73,46,42,67,28,49,68,80,41,28
7066,86,39,84,79,73,55,52,63,79,48,58,7,11,10,11,13,38,233049,24,46,54,48,27,44,59,59,64,56,36,83,64,33,49,58,54
