,Unnamed: 0,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Position
7368,7368,193932,R. Lambe,27,https://cdn.sofifa.org/players/4/19/193932.png,Bermuda,https://cdn.sofifa.org/flags/68.png,62,62,Cambridge United,https://cdn.sofifa.org/teams/2/light/1944.png,€325K,€3K,1655,LM|RM
7369,7369,198138,R. Rojas,30,https://cdn.sofifa.org/players/4/19/198138.png,Paraguay,https://cdn.sofifa.org/flags/58.png,70,70,,https://cdn.sofifa.org/flags/58.png,€0,€0,1976,CM|RM
7370,7370,194717,R. Grange,29,https://cdn.sofifa.org/players/4/19/194717.png,France,https://cdn.sofifa.org/flags/18.png,66,66,Grenoble Foot 38,https://cdn.sofifa.org/teams/2/light/1805.png,€625K,€5K,1760,RW|RM|On Loan
7371,7371,197975,S. Morsy,26,https://cdn.sofifa.org/players/4/19/197975.png,Egypt,https://cdn.sofifa.org/flags/111.png,70,71,Wigan Athletic,https://cdn.sofifa.org/teams/2/light/1917.png,€1.7M,€26K,1845,CDM|CM
7372,7372,198386,S. Dubarbier,32,https://cdn.sofifa.org/players/4/19/198386.png,Argentina,https://cdn.sofifa.org/flags/52.png,69,69,Deportivo de La Coruña,https://cdn.sofifa.org/teams/2/light/242.png,€575K,€5K,1963,LB|LWB
7373,7373,198146,S. Šćepović,28,https://cdn.sofifa.org/players/4/19/198146.png,Serbia,https://cdn.sofifa.org/flags/51.png,70,70,Jagiellonia Białystok,https://cdn.sofifa.org/teams/2/light/110745.png,€1.8M,€7K,1689,ST
7374,7374,198288,S. Beitashour,31,https://cdn.sofifa.org/players/4/19/198288.png,Iran,https://cdn.sofifa.org/flags/161.png,69,69,Los Angeles FC,https://cdn.sofifa.org/teams/2/light/112996.png,€700K,€4K,1842,RB|RM
7375,7375,193746,T. Çamdal,27,https://cdn.sofifa.org/players/4/19/193746.png,Turkey,https://cdn.sofifa.org/flags/48.png,67,67,Galatasaray SK,https://cdn.sofifa.org/teams/2/light/325.png,€625K,€15K,1848,LB|RB
7376,7376,198898,Vítor Saba,23,https://cdn.sofifa.org/players/4/15/198898.png,Brazil,https://cdn.sofifa.org/flags/54.png,61,64,Crotone,https://cdn.sofifa.org/teams/2/light/110734.png,€230K,€6K,1687,FIFA 15|CAM
7377,7377,198517,X. Kouassi,28,https://cdn.sofifa.org/players/4/19/198517.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,70,70,FC Sion,https://cdn.sofifa.org/teams/2/light/110770.png,€1.4M,€16K,1865,CDM|CM
7378,7378,195860,Y. Khacheridi,30,https://cdn.sofifa.org/players/4/19/195860.png,Ukraine,https://cdn.sofifa.org/flags/49.png,74,74,PAOK,https://cdn.sofifa.org/teams/2/light/393.png,€4.2M,€1K,1534,CB
7379,7379,199419,Y. Court,28,https://cdn.sofifa.org/players/4/19/199419.png,France,https://cdn.sofifa.org/flags/18.png,71,71,Stade Brestois 29,https://cdn.sofifa.org/teams/2/light/378.png,€2.4M,€6K,1765,LM|RM
7380,7380,192274,A. Barrada,29,https://cdn.sofifa.org/players/4/19/192274.png,Morocco,https://cdn.sofifa.org/flags/129.png,70,70,Gimnàstic de Tarragona,https://cdn.sofifa.org/teams/2/light/15019.png,€1.7M,€11K,1824,CAM|RM|CM|On Loan
7381,7381,190139,Adaílton,27,https://cdn.sofifa.org/players/4/19/190139.png,Brazil,https://cdn.sofifa.org/flags/54.png,67,67,Júbilo Iwata,https://cdn.sofifa.org/teams/2/light/101144.png,€825K,€3K,1747,ST|LM|CF
7382,7382,190982,Alberto Perea,27,https://cdn.sofifa.org/players/4/19/190982.png,Spain,https://cdn.sofifa.org/flags/45.png,68,68,Extremadura UD,https://cdn.sofifa.org/teams/2/light/469.png,€950K,€4K,1707,CAM|RM|LM|On Loan
7383,7383,190959,A. Kulušić,32,https://cdn.sofifa.org/players/4/19/190959.png,Croatia,https://cdn.sofifa.org/flags/10.png,69,69,MKE Ankaragücü,https://cdn.sofifa.org/teams/2/light/101007.png,€600K,€9K,1558,CB
7384,7384,190636,A. Ríos,29,https://cdn.sofifa.org/players/4/19/190636.png,Mexico,https://cdn.sofifa.org/flags/83.png,73,73,Deportivo Toluca,https://cdn.sofifa.org/teams/2/light/1882.png,€3.1M,€19K,1884,CDM|CM
7385,7385,192302,A. Rudņevs,29,https://cdn.sofifa.org/players/4/18/192302.png,Latvia,https://cdn.sofifa.org/flags/28.png,73,73,1. FC Köln,https://cdn.sofifa.org/teams/2/light/31.png,€4M,€36K,1787,FIFA 18|ST
7386,7386,190471,B. Parker,32,https://cdn.sofifa.org/players/4/19/190471.png,South Africa,https://cdn.sofifa.org/flags/140.png,69,69,Kaizer Chiefs,https://cdn.sofifa.org/teams/2/light/110929.png,€850K,€1K,1844,CF|ST|LM|CAM
7387,7387,192020,C. Orrantía,27,https://cdn.sofifa.org/players/4/19/192020.png,Mexico,https://cdn.sofifa.org/flags/83.png,68,68,Santos Laguna,https://cdn.sofifa.org/teams/2/light/110144.png,€950K,€9K,1764,RM|RB
7388,7388,192621,D. Nounkeu,32,https://cdn.sofifa.org/players/4/19/192621.png,Cameroon,https://cdn.sofifa.org/flags/103.png,70,70,Akhisar Belediyespor,https://cdn.sofifa.org/teams/2/light/111340.png,€1M,€9K,1635,CB
7389,7389,190179,D. Cornell,27,https://cdn.sofifa.org/players/4/19/190179.png,Wales,https://cdn.sofifa.org/flags/50.png,59,62,Northampton Town,https://cdn.sofifa.org/teams/2/light/1930.png,€130K,€2K,1011,GK
7390,7390,190947,D. Jensen,26,https://cdn.sofifa.org/players/4/19/190947.png,Denmark,https://cdn.sofifa.org/flags/13.png,73,76,FC Utrecht,https://cdn.sofifa.org/teams/2/light/1903.png,€3.5M,€11K,1163,GK
7391,7391,190467,D. de Buen,26,https://cdn.sofifa.org/players/4/19/190467.png,Mexico,https://cdn.sofifa.org/flags/83.png,70,71,Santos Laguna,https://cdn.sofifa.org/teams/2/light/110144.png,€1.7M,€11K,1901,CDM|CM
7392,7392,192371,F. Rinaudo,31,https://cdn.sofifa.org/players/4/19/192371.png,Argentina,https://cdn.sofifa.org/flags/52.png,73,73,Rosario Central,https://cdn.sofifa.org/teams/2/light/110580.png,€3.4M,€14K,1994,CM|CDM|CB
7393,7393,190575,F. Zuculini,27,https://cdn.sofifa.org/players/4/19/190575.png,Argentina,https://cdn.sofifa.org/flags/52.png,70,70,Club Atlético Colón,https://cdn.sofifa.org/teams/2/light/110406.png,€1.8M,€8K,1870,CM
7394,7394,190634,G. Sauro,28,https://cdn.sofifa.org/players/4/19/190634.png,Argentina,https://cdn.sofifa.org/flags/52.png,70,71,Columbus Crew SC,https://cdn.sofifa.org/teams/2/light/687.png,€1.6M,€5K,1541,CB
7395,7395,189922,G. Niedermeier,32,https://cdn.sofifa.org/players/4/19/189922.png,Germany,https://cdn.sofifa.org/flags/21.png,69,69,Melbourne Victory,https://cdn.sofifa.org/teams/2/light/111397.png,€600K,€5K,1363,CB
7396,7396,191990,H. Milić,29,https://cdn.sofifa.org/players/4/19/191990.png,Croatia,https://cdn.sofifa.org/flags/10.png,67,67,Crotone,https://cdn.sofifa.org/teams/2/light/110734.png,€750K,€2K,1791,LM|LB
7397,7397,191669,Jeong Hyuk,32,https://cdn.sofifa.org/players/4/19/191669.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,65,65,Jeonbuk Hyundai Motors,https://cdn.sofifa.org/teams/2/light/1477.png,€400K,€3K,1850,CM|CDM
7398,7398,191209,J. Isijara,28,https://cdn.sofifa.org/players/4/19/191209.png,Mexico,https://cdn.sofifa.org/flags/83.png,71,71,Club Atlas,https://cdn.sofifa.org/teams/2/light/101114.png,€2.4M,€14K,1735,RM
7399,7399,190665,J. Obika,27,https://cdn.sofifa.org/players/4/19/190665.png,England,https://cdn.sofifa.org/flags/14.png,65,65,Oxford United,https://cdn.sofifa.org/teams/2/light/1951.png,€575K,€4K,1588,ST
7400,7400,190239,J. Bowery,26,https://cdn.sofifa.org/players/4/19/190239.png,England,https://cdn.sofifa.org/flags/14.png,64,64,Crewe Alexandra,https://cdn.sofifa.org/teams/2/light/121.png,€500K,€5K,1572,ST|RW
7401,7401,192070,J. Baffoe,25,https://cdn.sofifa.org/players/4/19/192070.png,Sweden,https://cdn.sofifa.org/flags/46.png,67,70,MSV Duisburg,https://cdn.sofifa.org/teams/2/light/1825.png,€800K,€3K,1483,CB
7402,7402,191294,João Victor,25,https://cdn.sofifa.org/players/4/15/191294.png,Brazil,https://cdn.sofifa.org/flags/54.png,64,67,RCD Mallorca,https://cdn.sofifa.org/teams/2/light/453.png,€475K,€6K,1686,FIFA 15|CDM|CB|CM
7403,7403,190120,K. Johnsson,28,https://cdn.sofifa.org/players/4/19/190120.png,Sweden,https://cdn.sofifa.org/flags/46.png,73,74,En Avant de Guingamp,https://cdn.sofifa.org/teams/2/light/62.png,€3.2M,€15K,1185,GK
7404,7404,191096,K. Hyland,29,https://cdn.sofifa.org/players/4/19/191096.png,Trinidad & Tobago,https://cdn.sofifa.org/flags/93.png,68,68,Al Faisaly,https://cdn.sofifa.org/teams/2/light/112389.png,€700K,€10K,1859,CDM|CM
7405,7405,191333,K. Noborizato,27,https://cdn.sofifa.org/players/4/19/191333.png,Japan,https://cdn.sofifa.org/flags/163.png,68,68,Kawasaki Frontale,https://cdn.sofifa.org/teams/2/light/111730.png,€750K,€4K,1868,LB|LM|RB
7406,7406,189938,M. van der Werff,29,https://cdn.sofifa.org/players/4/19/189938.png,Netherlands,https://cdn.sofifa.org/flags/34.png,71,71,Vitesse,https://cdn.sofifa.org/teams/2/light/1909.png,€1.8M,€9K,1824,CB
7407,7407,190195,M. Samassa,28,https://cdn.sofifa.org/players/4/19/190195.png,Mali,https://cdn.sofifa.org/flags/126.png,70,70,ESTAC Troyes,https://cdn.sofifa.org/teams/2/light/294.png,€1.2M,€4K,1093,GK
7408,7408,190176,Marc Pedraza,31,https://cdn.sofifa.org/players/4/19/190176.png,Spain,https://cdn.sofifa.org/flags/45.png,68,68,RCD Mallorca,https://cdn.sofifa.org/teams/2/light/453.png,€600K,€4K,1730,CDM|CM
7409,7409,190724,M. Pourié,27,https://cdn.sofifa.org/players/4/19/190724.png,Germany,https://cdn.sofifa.org/flags/21.png,69,69,Karlsruher SC,https://cdn.sofifa.org/teams/2/light/1832.png,€1.1M,€5K,1652,ST
7410,7410,190722,M. Sordell,27,https://cdn.sofifa.org/players/4/19/190722.png,England,https://cdn.sofifa.org/flags/14.png,66,66,Northampton Town,https://cdn.sofifa.org/teams/2/light/1930.png,€675K,€4K,1750,ST|RM|On Loan
7411,7411,190772,M. Besler,31,https://cdn.sofifa.org/players/4/19/190772.png,United States,https://cdn.sofifa.org/flags/95.png,72,72,Sporting Kansas City,https://cdn.sofifa.org/teams/2/light/696.png,€2.1M,€6K,1745,CB
7412,7412,192608,M. Barthelmé,29,https://cdn.sofifa.org/players/4/19/192608.png,France,https://cdn.sofifa.org/flags/18.png,71,71,La Berrichonne de Châteauroux,https://cdn.sofifa.org/teams/2/light/212.png,€2.3M,€5K,1880,CM|CAM
7413,7413,190583,M. Smith,26,https://cdn.sofifa.org/players/4/19/190583.png,England,https://cdn.sofifa.org/flags/14.png,67,68,Rotherham United,https://cdn.sofifa.org/teams/2/light/1797.png,€900K,€12K,1582,ST
7414,7414,192126,N. Bahoui,27,https://cdn.sofifa.org/players/4/19/192126.png,Sweden,https://cdn.sofifa.org/flags/46.png,68,68,AIK,https://cdn.sofifa.org/teams/2/light/433.png,€950K,€4K,1670,LM|ST
7415,7415,190330,N. Rigoni,27,https://cdn.sofifa.org/players/4/19/190330.png,Italy,https://cdn.sofifa.org/flags/27.png,74,74,Chievo Verona,https://cdn.sofifa.org/teams/2/light/192.png,€6M,€15K,1865,CM|CDM
7416,7416,192102,N. Hult,28,https://cdn.sofifa.org/players/4/19/192102.png,Sweden,https://cdn.sofifa.org/flags/46.png,74,74,AEK Athens,https://cdn.sofifa.org/teams/2/light/278.png,€4.4M,€1K,1976,LB|LM|LWB
7417,7417,189724,N. Vujadinović,31,https://cdn.sofifa.org/players/4/19/189724.png,Montenegro,https://cdn.sofifa.org/flags/15.png,66,66,Lech Poznań,https://cdn.sofifa.org/teams/2/light/873.png,€425K,€3K,1493,CB
7418,7418,190658,O. Coulibaly,28,https://cdn.sofifa.org/players/4/19/190658.png,Mali,https://cdn.sofifa.org/flags/126.png,71,71,Panathinaikos FC,https://cdn.sofifa.org/teams/2/light/1884.png,€1.9M,€1K,1750,RB|RWB
7419,7419,191044,P. Jagne,28,https://cdn.sofifa.org/players/4/19/191044.png,Gambia,https://cdn.sofifa.org/flags/116.png,70,70,FC Zürich,https://cdn.sofifa.org/teams/2/light/894.png,€1.4M,€9K,1946,LB|LM
7420,7420,189808,P. Madden,28,https://cdn.sofifa.org/players/4/19/189808.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,65,65,Fleetwood Town,https://cdn.sofifa.org/teams/2/light/112260.png,€550K,€3K,1659,ST
7421,7421,191083,P. Mortensen,28,https://cdn.sofifa.org/players/4/19/191083.png,Denmark,https://cdn.sofifa.org/flags/13.png,67,67,Aarhus GF,https://cdn.sofifa.org/teams/2/light/271.png,€800K,€6K,1570,ST
7422,7422,190122,P. Coutts,29,https://cdn.sofifa.org/players/4/19/190122.png,Scotland,https://cdn.sofifa.org/flags/42.png,70,70,Sheffield United,https://cdn.sofifa.org/teams/2/light/1794.png,€1.7M,€9K,1858,CM
7423,7423,190539,P. Engblom,26,https://cdn.sofifa.org/players/4/19/190539.png,Sweden,https://cdn.sofifa.org/flags/46.png,63,64,Sandefjord Fotball,https://cdn.sofifa.org/teams/2/light/1757.png,€450K,€1K,1593,ST
7424,7424,192349,Renatinho,29,https://cdn.sofifa.org/players/4/19/192349.png,Brazil,https://cdn.sofifa.org/flags/54.png,74,74,Tianjin Quanjian FC,https://cdn.sofifa.org/teams/2/light/112983.png,€5.5M,€16K,1902,RW|On Loan
7425,7425,192241,R. Grant,27,https://cdn.sofifa.org/players/4/19/192241.png,Australia,https://cdn.sofifa.org/flags/195.png,68,68,Sydney FC,https://cdn.sofifa.org/teams/2/light/111400.png,€750K,€4K,1874,RB
7426,7426,192063,Ricardinho,28,https://cdn.sofifa.org/players/4/19/192063.png,Brazil,https://cdn.sofifa.org/flags/54.png,67,67,Wisła Płock,https://cdn.sofifa.org/teams/2/light/1569.png,€800K,€3K,1797,ST
7427,7427,190588,R. Wallace,30,https://cdn.sofifa.org/players/4/19/190588.png,Costa Rica,https://cdn.sofifa.org/flags/72.png,64,64,Sporting Kansas City,https://cdn.sofifa.org/teams/2/light/696.png,€425K,€2K,1811,LM|LB
7428,7428,192094,Digão,27,https://cdn.sofifa.org/players/4/16/192094.png,Brazil,https://cdn.sofifa.org/flags/54.png,75,75,Al Hilal,https://cdn.sofifa.org/teams/2/light/605.png,€3.4M,€50K,1626,FIFA 16|CB
7429,7429,189819,Rogerinho,31,https://cdn.sofifa.org/players/4/19/189819.png,Brazil,https://cdn.sofifa.org/flags/54.png,72,72,Al Faisaly,https://cdn.sofifa.org/teams/2/light/112389.png,€2.7M,€18K,1835,CAM|LM|LW
7430,7430,190683,R. Mason,26,https://cdn.sofifa.org/players/4/18/190683.png,England,https://cdn.sofifa.org/flags/14.png,73,75,Hull City,https://cdn.sofifa.org/teams/2/light/1952.png,€4.8M,€13K,1996,FIFA 18|CM|CDM|CAM
7431,7431,192624,S. Ferguson,26,https://cdn.sofifa.org/players/4/19/192624.png,Northern Ireland,https://cdn.sofifa.org/flags/35.png,67,67,Millwall,https://cdn.sofifa.org/teams/2/light/97.png,€825K,€5K,1837,LM
7432,7432,191547,S. Koroki,31,https://cdn.sofifa.org/players/4/19/191547.png,Japan,https://cdn.sofifa.org/flags/163.png,72,72,Urawa Red Diamonds,https://cdn.sofifa.org/teams/2/light/111575.png,€2.8M,€11K,1794,ST
7433,7433,190720,T. Ricketts,30,https://cdn.sofifa.org/players/4/19/190720.png,Canada,https://cdn.sofifa.org/flags/70.png,63,63,Vancouver Whitecaps FC,https://cdn.sofifa.org/teams/2/light/101112.png,€350K,€2K,1506,ST
7434,7434,190640,V. Pálsson,27,https://cdn.sofifa.org/players/4/19/190640.png,Iceland,https://cdn.sofifa.org/flags/24.png,69,69,SV Darmstadt 98,https://cdn.sofifa.org/teams/2/light/110502.png,€875K,€9K,1819,CDM|CB|CM
7435,7435,190441,V. Bindia,28,https://cdn.sofifa.org/players/4/19/190441.png,Senegal,https://cdn.sofifa.org/flags/136.png,63,63,Sandefjord Fotball,https://cdn.sofifa.org/teams/2/light/1757.png,€290K,€1K,1741,RB|RWB|CB
7436,7436,189899,V. Wormgoor,29,https://cdn.sofifa.org/players/4/19/189899.png,Netherlands,https://cdn.sofifa.org/flags/34.png,73,73,SK Brann,https://cdn.sofifa.org/teams/2/light/919.png,€3.1M,€5K,1676,CB
7437,7437,190516,Y. El Ghanassy,27,https://cdn.sofifa.org/players/4/19/190516.png,Belgium,https://cdn.sofifa.org/flags/7.png,71,71,Al Raed,https://cdn.sofifa.org/teams/2/light/112392.png,€2.5M,€16K,1763,LM|RM|On Loan
7438,7438,190579,Y. Andreu,29,https://cdn.sofifa.org/players/4/19/190579.png,France,https://cdn.sofifa.org/flags/18.png,70,70,Angers SCO,https://cdn.sofifa.org/teams/2/light/1530.png,€1.3M,€12K,1650,LB
7439,7439,190196,Z. Touré,28,https://cdn.sofifa.org/players/4/19/190196.png,Senegal,https://cdn.sofifa.org/flags/136.png,69,69,Trabzonspor,https://cdn.sofifa.org/teams/2/light/436.png,€850K,€13K,1539,CB
7440,7440,188145,A. El Kaoutari,28,https://cdn.sofifa.org/players/4/19/188145.png,Morocco,https://cdn.sofifa.org/flags/129.png,69,70,AS Nancy Lorraine,https://cdn.sofifa.org/teams/2/light/1823.png,€950K,€4K,1583,CB
7441,7441,183517,A. Ogogo,28,https://cdn.sofifa.org/players/4/19/183517.png,England,https://cdn.sofifa.org/flags/14.png,65,65,Bristol Rovers,https://cdn.sofifa.org/teams/2/light/1962.png,€525K,€3K,1906,CM|CDM
7442,7442,183385,A. Guédioura,32,https://cdn.sofifa.org/players/4/19/183385.png,Algeria,https://cdn.sofifa.org/flags/97.png,71,71,Nottingham Forest,https://cdn.sofifa.org/teams/2/light/14.png,€1.4M,€27K,1918,CDM|CM
7443,7443,184471,A. Judge,29,https://cdn.sofifa.org/players/4/19/184471.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,67,67,Ipswich Town,https://cdn.sofifa.org/teams/2/light/94.png,€750K,€4K,1755,LW|CAM|LM
7444,7444,187208,A. Saldívar,28,https://cdn.sofifa.org/players/4/19/187208.png,Mexico,https://cdn.sofifa.org/flags/83.png,72,74,U.N.A.M.,https://cdn.sofifa.org/teams/2/light/1881.png,€2.6M,€12K,1179,GK
7445,7445,186887,A. Jansen,29,https://cdn.sofifa.org/players/4/19/186887.png,Netherlands,https://cdn.sofifa.org/flags/34.png,69,69,FC Emmen,https://cdn.sofifa.org/teams/2/light/100628.png,€1.1M,€5K,1839,ST|CAM
7446,7446,183831,A. Dona Ndoh,32,https://cdn.sofifa.org/players/4/19/183831.png,Cameroon,https://cdn.sofifa.org/flags/103.png,70,70,Chamois Niortais Football Club,https://cdn.sofifa.org/teams/2/light/1813.png,€1.4M,€5K,1627,ST
7447,7447,184990,Antoñito,30,https://cdn.sofifa.org/players/4/19/184990.png,Spain,https://cdn.sofifa.org/flags/45.png,70,70,Real Valladolid CF,https://cdn.sofifa.org/teams/2/light/462.png,€1.3M,€10K,1875,RB|RM
7448,7448,184664,A. Collin,32,https://cdn.sofifa.org/players/4/19/184664.png,France,https://cdn.sofifa.org/flags/18.png,69,69,Philadelphia Union,https://cdn.sofifa.org/teams/2/light/112134.png,€600K,€4K,1580,CB
7449,7449,186127,C. Evans,29,https://cdn.sofifa.org/players/4/19/186127.png,Wales,https://cdn.sofifa.org/flags/50.png,67,67,Fleetwood Town,https://cdn.sofifa.org/teams/2/light/112260.png,€750K,€6K,1723,ST|On Loan
7450,7450,185260,D. Kadah,32,https://cdn.sofifa.org/players/4/19/185260.png,Turkey,https://cdn.sofifa.org/flags/48.png,73,73,Göztepe SK,https://cdn.sofifa.org/teams/2/light/101026.png,€3.1M,€20K,1855,CAM|ST
7451,7451,184823,Djalma,31,https://cdn.sofifa.org/players/4/19/184823.png,Angola,https://cdn.sofifa.org/flags/98.png,73,73,Alanyaspor,https://cdn.sofifa.org/teams/2/light/113142.png,€3.5M,€13K,1912,LM|RM|CM
7452,7452,187550,Eduardo Neto,29,https://cdn.sofifa.org/players/4/19/187550.png,Brazil,https://cdn.sofifa.org/flags/54.png,66,66,Nagoya Grampus,https://cdn.sofifa.org/teams/2/light/112092.png,€500K,€3K,1748,CDM|CM
7453,7453,187763,Elias,31,https://cdn.sofifa.org/players/4/17/187763.png,Brazil,https://cdn.sofifa.org/flags/54.png,77,77,Sporting CP,https://cdn.sofifa.org/teams/2/light/237.png,€5.5M,€60K,2132,FIFA 17|CM|CDM
7454,7454,183671,E. Terranova,31,https://cdn.sofifa.org/players/4/19/183671.png,Italy,https://cdn.sofifa.org/flags/27.png,72,72,US Cremonese,https://cdn.sofifa.org/teams/2/light/111434.png,€2.1M,€3K,1544,CB
7455,7455,185073,Kike Sola,31,https://cdn.sofifa.org/players/4/18/185073.png,Spain,https://cdn.sofifa.org/flags/45.png,68,68,Athletic Club de Bilbao,https://cdn.sofifa.org/teams/2/light/448.png,€800K,€15K,1713,FIFA 18|ST
7456,7456,184242,F. Ojo,26,https://cdn.sofifa.org/players/4/19/184242.png,Belgium,https://cdn.sofifa.org/flags/7.png,69,69,Scunthorpe United,https://cdn.sofifa.org/teams/2/light/1949.png,€1.1M,€6K,1882,CM
7457,7457,184176,G. Bruno,26,https://cdn.sofifa.org/players/4/19/184176.png,Belgium,https://cdn.sofifa.org/flags/7.png,69,69,KSV Cercle Brugge,https://cdn.sofifa.org/teams/2/light/1750.png,€1.1M,€8K,1729,RW|ST|LW
7458,7458,186869,G. Cummins,30,https://cdn.sofifa.org/players/4/19/186869.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,63,63,Shamrock Rovers,https://cdn.sofifa.org/teams/2/light/306.png,€350K,€1K,1643,ST|On Loan
7459,7459,184980,I. Bermingham,29,https://cdn.sofifa.org/players/4/19/184980.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,63,63,St. Patrick's Athletic,https://cdn.sofifa.org/teams/2/light/423.png,€280K,€1K,1716,LWB|LB
7460,7460,185373,I. Popov,30,https://cdn.sofifa.org/players/4/19/185373.png,Bulgaria,https://cdn.sofifa.org/flags/9.png,76,76,,https://cdn.sofifa.org/flags/9.png,€0,€0,1973,CAM|ST
7461,7461,186993,J. Cortés,28,https://cdn.sofifa.org/players/4/19/186993.png,Mexico,https://cdn.sofifa.org/flags/83.png,70,70,Santos Laguna,https://cdn.sofifa.org/teams/2/light/110144.png,€1.8M,€12K,1918,CM
7462,7462,183527,J. Spearing,29,https://cdn.sofifa.org/players/4/19/183527.png,England,https://cdn.sofifa.org/flags/14.png,67,67,Blackpool,https://cdn.sofifa.org/teams/2/light/1926.png,€725K,€4K,1888,CM|CDM
7463,7463,184482,J. Karacan,29,https://cdn.sofifa.org/players/4/19/184482.png,Turkey,https://cdn.sofifa.org/flags/48.png,66,66,Central Coast Mariners,https://cdn.sofifa.org/teams/2/light/111396.png,€625K,€1K,1861,CM
